Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id (Read only),Keyword Id (Read only),Product Targeting Id (Read only),Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,Acos,CPC,ROAS
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - carrier oil essential oil mixing | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - carrier oil essential oil mixing | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - carrier oil essential oil mixing | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - carrier oil essential oil mixing | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - carrier oil essential oil mixing | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,carrier oil essential oil mixing,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - organic jojoba oil - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,organic jojoba oil,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - jojoba oil organic cold pressed unrefined - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,jojoba oil organic cold pressed unrefined,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - organic jojoba oil cold pressed unrefined - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - organic jojoba oil cold pressed unrefined | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,organic jojoba oil cold pressed unrefined,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - pure jojoba oil - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - pure jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,pure jojoba oil,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - aceite de jojoba 100 puro y natural - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba 100 puro y natural | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,aceite de jojoba 100 puro y natural,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - jojoba oil bulk - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - jojoba oil bulk | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,jojoba oil bulk,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - aceite de jojoba - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - aceite de jojoba | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,aceite de jojoba,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - jojoba oil organic skin - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - jojoba oil organic skin | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,jojoba oil organic skin,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - clear jojoba oil raw - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - clear jojoba oil raw | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,clear jojoba oil raw,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | SEED - seed  - galon clear jojoba oil - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,seed,,,,,,seed,,seed,,,,,enabled,enabled,enabled,,,,,,1.11,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  SEED  - galon clear jojoba oil | B09BB4Y111 - SP,seed,,,,,,,,seed,,,,,enabled,enabled,enabled,,,,,,,,1.11,galon clear jojoba oil,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,Clear Jojoba Oil | Broad - broad  - SP,,,,,20240910.0,,MANUAL,enabled,enabled,,300.0,,,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementProductPage,0.0,,,,,,,,,,,,,
Sponsored Products,Bidding Adjustment,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,,enabled,,,,,,,,,,,,Dynamic bids - down only,placementTop,0.0,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,broad,,broad,,,,,enabled,enabled,enabled,,,,,,0.73,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,test-sku,,Eligible,,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil +clear +galon,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+clear +jojoba +oil +organic +cold +press,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+colorles +jojoba +oil,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+carrier +oil +essential +oil +mix,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+aceite +de +jojoba +100 +puro +y +natural,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+organic +jojoba +oil,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oile +clear +bulk,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil +bulk,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+aceite +de +jojoba,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+clear +jojoba +oil +organic,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+clear +tooth,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil +organic +cold +press +unrefined,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil +skin,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+clear +jojoba +oil,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil +organic +skin,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+organic +jojoba +oil +cold +press +unrefined,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+jojoba +oil,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,broad,,,,,,,,broad,,,,,enabled,enabled,enabled,,,,,,,,0.73,'+pure +jojoba +oil,broad,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil hair,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,ultraviolet jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,ultra moisture jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,ultra ozonated jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,measurable difference jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,puro3 ozonated jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,hoba care jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil nail,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,velona jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,melvita jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cocojojo jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,desert essence jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,golden jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil 32 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cantu tea tree jojoba hair scalp oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para el cabello,negativeExact,,,,,,,,,,,,,,,,
